Date,PM2.5 Mean
2021-02-20,106.64960629921259
2021-02-21,107.68818897637796
2021-02-22,108.72677165354331
2021-02-23,109.76535433070866
2021-02-24,110.80393700787401
2021-02-25,111.84251968503938
2021-02-26,112.88110236220473
2021-02-27,113.91968503937008
2021-02-28,114.95826771653543
2021-03-01,115.99685039370078
2021-03-02,117.03543307086615
2021-03-03,118.0740157480315
2021-03-04,119.11259842519685
2021-03-05,120.1511811023622
2021-03-06,121.18976377952757
2021-03-07,122.22834645669292
2021-03-08,123.26692913385827
2021-03-09,124.30551181102362
2021-03-10,125.34409448818897
2021-03-11,126.38267716535434
2021-03-12,127.42125984251969
2021-03-13,128.45984251968505
2021-03-14,129.4984251968504
2021-03-15,130.53700787401576
2021-03-16,131.5755905511811
2021-03-17,132.61417322834646
2021-03-18,133.6527559055118
2021-03-19,134.69133858267716
2021-03-20,135.7299212598425
2021-03-21,136.76850393700786
2021-03-22,137.80708661417324
2021-03-23,138.8456692913386
2021-03-24,139.88425196850395
2021-03-25,140.9228346456693
2021-03-26,141.96141732283465
2021-03-27,143.0
2021-03-28,179.0
2021-03-29,21.0
2021-03-30,51.1
2021-03-31,48.3
2021-04-01,78.3
2021-04-02,32.4
2021-04-03,8.4
2021-04-04,8.14
2021-04-05,33.3
2021-04-06,33.9
2021-04-07,44.1
2021-04-08,34.4
2021-04-09,60.0
2021-04-10,72.4
2021-04-11,52.7
2021-04-12,34.6
2021-04-13,8.35
2021-04-14,32.3
2021-04-15,68.5
2021-04-16,63.1
2021-04-17,16.3
2021-04-18,33.6
2021-04-19,60.3
2021-04-20,69.8
2021-04-21,36.1
2021-04-22,35.7
2021-04-23,36.6
2021-04-24,55.1
2021-04-25,32.3
2021-04-26,9.5
2021-04-27,9.5
2021-04-28,16.3
2021-04-29,26.7
2021-04-30,15.5
2021-05-01,15.2
2021-05-02,44.9
2021-05-03,44.9
2021-05-04,32.8
2021-05-05,45.2
2021-05-06,144.0
2021-05-07,66.7
2021-05-08,42.6
2021-05-09,26.8
2021-05-10,20.9
2021-05-11,20.92720588235294
2021-05-12,20.95441176470588
2021-05-13,20.981617647058822
2021-05-14,21.008823529411764
2021-05-15,21.036029411764705
2021-05-16,21.063235294117646
2021-05-17,21.090441176470588
2021-05-18,21.11764705882353
2021-05-19,21.14485294117647
2021-05-20,21.17205882352941
2021-05-21,21.199264705882353
2021-05-22,21.226470588235294
2021-05-23,21.253676470588236
2021-05-24,21.280882352941177
2021-05-25,21.308088235294118
2021-05-26,21.33529411764706
2021-05-27,21.3625
2021-05-28,21.38970588235294
2021-05-29,21.41691176470588
2021-05-30,21.44411764705882
2021-05-31,21.471323529411762
2021-06-01,21.498529411764704
2021-06-02,21.525735294117645
2021-06-03,21.552941176470586
2021-06-04,21.580147058823528
2021-06-05,21.60735294117647
2021-06-06,21.63455882352941
2021-06-07,21.66176470588235
2021-06-08,21.688970588235293
2021-06-09,21.716176470588234
2021-06-10,21.743382352941175
2021-06-11,21.770588235294117
2021-06-12,21.797794117647058
2021-06-13,21.825
2021-06-14,21.85220588235294
2021-06-15,21.879411764705882
2021-06-16,21.906617647058823
2021-06-17,21.933823529411764
2021-06-18,21.961029411764706
2021-06-19,21.988235294117647
2021-06-20,22.01544117647059
2021-06-21,22.04264705882353
2021-06-22,22.06985294117647
2021-06-23,22.097058823529412
2021-06-24,22.124264705882354
2021-06-25,22.151470588235295
2021-06-26,22.178676470588236
2021-06-27,22.205882352941178
2021-06-28,22.23308823529412
